time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,Global Volcanism Program - Volcanoes of the World 5.1.4,Unnamed: 1,Unnamed: 2,Unnamed: 3,Downloaded on 22 Nov 2023 at 10:50 AM,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
2023-11-11T04:53:32.190Z,64.0831,-22.5073,10.0,4.7,mb,71.0,65.0,0.841,1.3,us,us7000laaw,2023-12-02T02:07:49.040Z,"7 km E of Garður, Iceland",earthquake,3.97,1.812,0.049,128.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-11T00:58:05.822Z,64.0263,-22.2952,10.0,4.2,mb,28.0,116.0,0.838,0.52,us,us6000lnty,2023-11-18T05:59:54.040Z,"6 km NE of Vogar, Iceland",earthquake,6.66,1.912,0.121,19.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T23:41:40.918Z,63.9601,-22.5024,10.0,4.6,mb,68.0,52.0,0.942,0.39,us,us7000la96,2023-11-18T03:45:01.040Z,"5 km SE of Reykjanesbær, Iceland",earthquake,6.24,1.832,0.069,62.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T22:36:23.676Z,64.0376,-22.5216,10.0,4.5,mb,38.0,111.0,0.882,0.78,us,us6000lnlg,2023-11-19T00:17:45.040Z,"4 km NNE of Keflavík, Iceland",earthquake,5.55,1.858,0.111,24.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T22:24:51.407Z,63.9786,-22.3633,10.0,4.4,mb,17.0,121.0,0.894,0.5,us,us6000lnlf,2023-11-19T00:04:38.040Z,"1 km ESE of Vogar, Iceland",earthquake,7.94,1.945,0.203,7.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T21:51:20.674Z,63.9718,-22.4278,10.0,4.6,mb,78.0,103.0,0.914,0.55,us,us7000la8n,2023-11-20T04:11:31.040Z,"2 km WSW of Vogar, Iceland",earthquake,5.84,1.844,0.062,79.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T21:34:38.041Z,63.9254,-22.2161,10.995,4.2,mb,19.0,166.0,0.912,0.89,us,us6000lnls,2023-11-18T05:09:27.040Z,"10 km SE of Vogar, Iceland",earthquake,6.41,3.37,0.187,8.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T19:45:17.137Z,63.9742,-22.4244,10.0,4.8,mb,114.0,91.0,0.911,0.86,us,us7000la7g,2023-11-10T20:35:32.040Z,"2 km WSW of Vogar, Iceland",earthquake,6.63,1.908,0.056,104.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T19:12:04.800Z,63.9856,-22.3937,10.0,4.9,mb,139.0,62.0,0.895,0.76,us,us7000la6z,2023-11-14T18:24:53.040Z,"0 km NW of Vogar, Iceland",earthquake,6.55,1.901,0.045,159.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T18:52:07.895Z,63.9804,-22.4566,10.0,4.6,mb,80.0,62.0,0.914,0.69,us,us7000la6r,2023-11-10T20:07:10.040Z,"3 km W of Vogar, Iceland",earthquake,6.67,1.907,0.066,71.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T18:46:44.192Z,63.8739,-22.5185,10.0,4.7,mb,64.0,92.0,1.019,0.86,us,us7000la6q,2023-11-10T20:06:43.040Z,Iceland region,earthquake,7.82,1.801,0.075,57.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T18:09:00.702Z,63.9486,-22.3812,10.0,5.3,mww,251.0,21.0,0.924,0.69,us,us7000la6d,2023-12-02T22:16:52.295Z,"3 km S of Vogar, Iceland",earthquake,6.14,1.742,0.043,52.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T18:06:07.371Z,63.9985,-22.6072,10.0,4.5,mb,64.0,104.0,0.936,0.71,us,us7000la6l,2023-11-10T19:31:43.040Z,"2 km W of Reykjanesbær, Iceland",earthquake,5.9,1.918,0.077,50.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T18:00:56.693Z,63.8776,-22.5737,10.0,5.2,mww,186.0,24.0,1.029,0.69,us,us7000la69,2023-12-02T22:18:38.504Z,"7 km WNW of Grindavík, Iceland",earthquake,6.95,1.766,0.044,49.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T17:30:38.347Z,64.0848,-22.5415,10.0,4.9,mb,116.0,86.0,0.849,0.95,us,us7000la5q,2023-11-10T18:50:15.040Z,"5 km ENE of Garður, Iceland",earthquake,4.99,1.846,0.053,109.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T16:56:29.677Z,63.9824,-22.3372,10.0,4.8,mb,37.0,110.0,0.885,0.55,us,us7000la5b,2023-12-04T16:20:23.040Z,"2 km E of Vogar, Iceland",earthquake,6.21,1.893,0.069,65.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10T12:45:01.297Z,63.9781,-22.2488,10.0,4.1,mb,46.0,119.0,0.87,0.66,us,us6000lnki,2023-11-18T07:03:22.040Z,"6 km E of Vogar, Iceland",earthquake,6.23,1.909,0.099,28.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09T02:57:02.698Z,63.967,-22.3556,10.0,4.4,mb,30.0,116.0,0.902,0.96,us,us7000l9ri,2023-11-26T00:28:55.040Z,Iceland region,earthquake,4.2,1.904,0.149,13.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09T02:56:36.143Z,63.9726,-22.259,10.0,4.3,mb,15.0,121.0,0.877,0.9,us,us7000l9rj,2023-11-26T01:00:27.040Z,,earthquake,8.19,1.937,0.154,12.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09T01:35:24.161Z,64.0806,-22.3026,10.0,4.3,mb,14.0,119.0,0.792,0.99,us,us6000lncm,2023-12-06T03:35:31.040Z,"11 km NNE of Vogar, Iceland",earthquake,5.59,1.949,0.237,5.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09T01:24:14.842Z,64.0761,-22.2404,10.0,4.5,mb,56.0,112.0,0.782,0.84,us,us7000l9r3,2023-12-01T06:22:08.065Z,"11 km WSW of Álftanes, Iceland",earthquake,7.03,1.891,0.094,33.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09T00:46:08.136Z,63.945,-22.3542,5.679,4.6,mb,61.0,116.0,0.922,0.73,us,us7000l9r1,2023-11-29T03:14:12.726Z,"4 km SSE of Vogar, Iceland",earthquake,7.63,4.357,0.079,47.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09T00:13:15.579Z,63.9801,-22.188,10.557,4.3,mb,29.0,121.0,0.857,0.36,us,us7000l9qw,2023-11-29T03:44:59.040Z,Iceland region,earthquake,7.2,5.336,0.116,21.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-03T13:14:07.544Z,63.9297,-22.1705,10.0,4.4,mb,57.0,108.0,0.9,0.31,us,us7000l9mq,2023-11-11T07:54:58.040Z,"11 km ESE of Vogar, Iceland",earthquake,6.15,1.895,0.09,36.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-03T04:25:44.241Z,63.9573,-22.2647,10.0,4.6,mb,39.0,99.0,0.892,0.89,us,us7000l8i0,2023-11-24T02:47:23.239Z,,earthquake,2.87,1.864,0.129,18.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-30T12:19:08.867Z,64.0421,-22.1975,10.0,4.2,mb,37.0,139.0,0.803,0.75,us,us7000l8li,2023-11-06T07:05:50.827Z,"10 km SW of Álftanes, Iceland",earthquake,3.93,1.897,0.108,24.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-25T08:18:43.164Z,63.9808,-22.4086,10.0,4.6,mb,59.0,85.0,0.902,0.78,us,us7000l66j,2023-11-23T06:25:30.962Z,"1 km W of Vogar, Iceland",earthquake,2.45,1.846,0.068,64.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-25T05:35:40.279Z,63.9058,-22.2997,5.0,3.5,mb_lg,5.0,239.0,0.945,0.38,us,us7000l661,2023-11-29T22:40:57.040Z,,earthquake,5.82,2.021,0.361,2.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24T22:19:46.229Z,64.7362,-17.7358,10.0,5.2,mww,155.0,56.0,1.541,0.75,us,us7000l63e,2023-11-22T05:08:54.565Z,"106 km S of Akureyri, Iceland",earthquake,7.45,1.86,0.041,57.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-14T16:13:12.325Z,64.5521,-18.0735,10.0,4.1,mb,15.0,159.0,1.414,0.76,us,us6000lgmx,2023-10-21T18:36:18.040Z,"126 km S of Akureyri, Iceland",earthquake,11.7,1.953,0.198,7.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-04T16:11:59.831Z,64.4897,-17.7682,10.0,5.0,mb,147.0,49.0,1.555,0.77,us,us6000lcv0,2023-10-28T19:36:43.040Z,"126 km W of Höfn, Iceland",earthquake,8.01,1.819,0.052,118.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03T02:22:22.112Z,64.6557,-17.7947,10.0,4.3,mb,43.0,59.0,1.52,0.87,us,us7000ksxx,2023-11-17T19:47:48.040Z,"115 km S of Akureyri, Iceland",earthquake,8.69,1.888,0.092,33.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29T23:49:59.839Z,63.7268,-18.9249,10.0,4.3,mb,14.0,135.0,1.467,0.42,us,us7000kt79,2023-11-04T21:36:23.040Z,,earthquake,6.79,1.969,0.201,7.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-13T20:29:06.662Z,63.8655,-23.0716,10.0,4.4,mb,50.0,94.0,1.167,0.77,us,us6000kzr9,2023-10-27T21:39:01.040Z,"26 km SW of Sandgerði, Iceland",earthquake,6.43,1.866,0.087,38.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28T23:55:46.740Z,64.61,-17.351,10.0,4.7,mb,84.0,90.0,1.715,0.47,us,us6000kwex,2023-09-30T21:36:33.040Z,"110 km WNW of Höfn, Iceland",earthquake,6.65,1.812,0.044,159.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28T23:42:14.330Z,64.632,-17.5816,10.0,4.2,mb,45.0,107.0,1.614,0.43,us,us6000kxvm,2023-09-30T21:36:37.040Z,"119 km S of Akureyri, Iceland",earthquake,5.36,1.896,0.1,28.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09T22:22:59.149Z,64.0461,-22.1636,5.0,5.2,mww,229.0,25.0,0.793,0.5,us,us6000kr82,2023-09-16T19:16:07.040Z,"9 km SW of Álftanes, Iceland",earthquake,6.44,1.812,0.04,61.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-08T17:57:29.026Z,64.0165,-22.0162,5.0,4.4,mb,129.0,91.0,0.793,0.72,us,us6000kqzu,2023-09-09T21:55:00.040Z,"6 km SW of Hafnarfjörður, Iceland",earthquake,6.9,1.875,0.051,114.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07T04:21:47.088Z,63.8685,-22.8633,10.0,4.2,mb,17.0,130.0,1.108,0.63,us,us6000kqn0,2023-09-09T21:54:54.040Z,"20 km SSW of Sandgerði, Iceland",earthquake,9.26,1.961,0.141,14.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07T04:00:38.059Z,63.8696,-22.5806,10.0,4.0,mb,11.0,151.0,1.037,1.02,us,us6000kqmw,2023-09-09T21:54:54.040Z,"7 km WNW of Grindavík, Iceland",earthquake,7.89,1.978,0.195,7.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07T00:06:12.464Z,63.9122,-22.6431,10.0,4.2,mb,41.0,102.0,1.016,0.61,us,us6000kqm4,2023-09-09T21:54:53.040Z,"10 km SSW of Reykjanesbær, Iceland",earthquake,6.8,1.928,0.097,30.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06T01:11:59.049Z,64.1203,-22.129,10.0,4.1,mb,17.0,125.0,0.72,0.73,us,us6000kqd8,2023-09-09T21:54:50.040Z,"5 km WNW of Álftanes, Iceland",earthquake,4.97,1.949,0.145,13.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06T00:28:56.457Z,63.9775,-22.0218,5.0,4.1,mb,11.0,178.0,0.83,0.71,us,us6000kqcb,2023-09-09T21:54:50.040Z,,earthquake,7.21,1.968,0.198,7.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T22:43:13.942Z,64.0083,-22.2079,2.282,4.5,mb,82.0,103.0,0.835,0.4,us,us6000kqbu,2023-09-09T21:54:49.040Z,"9 km ENE of Vogar, Iceland",earthquake,6.32,4.309,0.066,67.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T18:44:28.156Z,64.0176,-21.9781,10.0,4.4,mb,67.0,113.0,0.786,0.67,us,us7000kff1,2023-09-09T21:55:16.040Z,"5 km SSW of Hafnarfjörður, Iceland",earthquake,5.45,1.706,0.074,53.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T17:53:19.889Z,64.0375,-22.0794,10.0,4.5,mb,58.0,96.0,0.784,0.69,us,us6000kq9v,2023-09-09T21:54:49.040Z,"7 km SSW of Álftanes, Iceland",earthquake,5.92,1.738,0.059,83.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T16:25:20.364Z,64.0192,-22.0363,10.0,4.4,mb,47.0,111.0,0.794,0.48,us,us7000kfei,2023-09-09T21:55:15.040Z,"7 km SW of Hafnarfjörður, Iceland",earthquake,6.02,1.846,0.093,33.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T12:36:50.224Z,64.066,-21.8579,10.0,4.4,mb,25.0,173.0,0.722,0.76,us,us6000kxr3,2023-09-09T21:55:04.040Z,"3 km E of Hafnarfjörður, Iceland",earthquake,7.94,1.972,0.123,19.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T12:35:01.736Z,64.0981,-21.9963,10.0,4.4,mb,35.0,115.0,0.714,0.32,us,us7000kfec,2023-09-09T21:55:14.040Z,"1 km ESE of Álftanes, Iceland",earthquake,6.2,1.927,0.107,25.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T10:01:11.533Z,64.0616,-22.0766,10.0,4.3,mb,27.0,110.0,0.762,0.56,us,us7000kfe4,2023-09-09T21:55:14.040Z,"5 km SW of Álftanes, Iceland",earthquake,6.28,1.939,0.122,19.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T08:21:36.714Z,64.02,-22.132,10.0,4.5,mb,67.0,81.0,0.81,0.71,us,us6000kq6a,2023-09-09T21:54:48.040Z,Iceland,earthquake,3.3,1.894,0.056,95.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T07:46:57.217Z,64.0095,-22.1412,10.0,4.5,mb,38.0,114.0,0.821,0.81,us,us7000kfe3,2023-09-09T21:55:14.040Z,"11 km SSW of Álftanes, Iceland",earthquake,5.85,1.898,0.068,64.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05T07:31:13.289Z,64.3554,-21.7493,10.0,4.4,mb,20.0,138.0,0.434,0.88,us,us7000kfe2,2023-09-09T21:55:14.040Z,"16 km ENE of Akranes, Iceland",earthquake,6.65,1.939,0.17,10.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23T19:22:41.976Z,66.4833,-17.6882,10.0,4.1,mb,29.0,61.0,2.306,0.74,us,us7000k508,2023-07-29T22:00:46.040Z,"51 km NNW of Norðurþing, Iceland",earthquake,6.91,1.902,0.12,19.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04T09:52:49.312Z,63.6335,-19.5685,10.0,4.5,mb,81.0,95.0,1.358,0.82,us,us6000k9fe,2023-07-15T22:09:38.040Z,"34 km ESE of Hvolsvöllur, Iceland",earthquake,7.29,1.567,0.069,62.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04T09:46:19.281Z,63.733,-19.1356,10.0,4.3,mb,36.0,124.0,1.398,0.68,us,us6000k9fi,2023-07-15T22:15:59.040Z,"53 km E of Hvolsvöllur, Iceland",earthquake,9.48,1.926,0.111,25.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23T15:15:35.552Z,64.3976,-17.4681,10.0,4.0,mb,19.0,123.0,1.702,1.14,us,us7000jwp0,2023-07-11T01:44:49.040Z,"110 km W of Höfn, Iceland",earthquake,9.64,1.938,0.196,7.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18T07:59:58.736Z,66.554,-19.1032,10.0,4.4,mb,30.0,49.0,2.035,0.55,us,us6000k59v,2023-07-03T02:47:19.040Z,Iceland region,earthquake,5.48,1.828,0.112,23.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-21T08:41:03.831Z,64.6683,-17.6801,10.0,5.2,mww,105.0,29.0,1.568,0.88,us,us6000jqie,2023-04-29T21:57:21.040Z,"114 km S of Akureyri, Iceland",earthquake,7.0,1.797,0.041,58.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05T23:15:34.851Z,64.4746,-17.7887,10.0,4.0,mb,17.0,146.0,1.55,0.98,us,us6000jn4b,2023-04-15T21:39:55.040Z,"126 km W of Höfn, Iceland",earthquake,8.98,1.779,0.212,6.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27T03:28:43.425Z,64.1598,-17.7896,10.0,4.3,mb,17.0,137.0,1.643,0.58,us,us7000j35a,2023-03-07T19:00:06.040Z,"125 km W of Höfn, Iceland",earthquake,8.31,1.936,0.216,6.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18T11:08:50.455Z,63.8721,-18.891,10.0,4.1,mb,32.0,104.0,1.378,0.42,us,us6000ja4u,2023-02-28T23:06:26.040Z,"83 km NE of Vestmannaeyjar, Iceland",earthquake,7.76,1.912,0.123,18.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-31T14:57:28.845Z,64.5682,-17.8155,10.0,4.4,mb,41.0,89.0,1.522,0.64,us,us7000imhw,2023-01-12T23:11:28.040Z,"125 km S of Akureyri, Iceland",earthquake,7.68,1.887,0.12,23.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22T23:11:02.041Z,65.1536,-16.4471,10.0,4.3,mb,38.0,99.0,2.117,0.9,us,us7000ikpk,2023-01-03T15:23:42.040Z,"76 km SSE of Laugar, Iceland",earthquake,7.96,1.907,0.137,15.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16T23:36:48.819Z,63.687,-23.2428,10.0,4.9,mb,45.0,65.0,1.355,0.71,us,us6000ivab,2022-12-31T23:03:44.040Z,"43 km WSW of Grindavík, Iceland",earthquake,7.35,1.812,0.096,34.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16T23:34:12.583Z,63.8067,-23.5058,10.0,4.5,mb,91.0,67.0,1.34,0.47,us,us6000iu76,2022-12-31T23:03:35.040Z,"46 km WSW of Sandgerði, Iceland",earthquake,7.02,1.859,0.063,75.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16T22:05:47.085Z,63.7677,-23.406,10.0,4.2,mb,20.0,122.0,1.339,0.98,us,us6000iva7,2022-12-31T23:03:44.040Z,"45 km SW of Sandgerði, Iceland",earthquake,9.7,1.942,0.176,9.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11T23:50:19.843Z,66.5723,-18.2098,10.0,4.2,mb,36.0,54.0,2.242,0.51,us,us7000i9ai,2022-11-19T23:03:36.040Z,Iceland region,earthquake,4.89,1.897,0.121,19.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10T02:45:09.402Z,66.4669,-17.8436,10.122,4.5,mb,84.0,58.0,2.252,0.77,us,us6000iilu,2022-11-19T23:02:12.040Z,"52 km NNW of Norðurþing, Iceland",earthquake,7.56,4.247,0.067,66.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09T19:44:28.612Z,66.4602,-17.7654,10.0,4.4,mb,71.0,59.0,2.268,0.83,us,us6000iiij,2022-11-15T19:05:54.040Z,"50 km NNW of Norðurþing, Iceland",earthquake,5.52,1.853,0.075,53.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09T13:41:47.540Z,66.5182,-17.7749,10.0,4.4,mb,56.0,60.0,2.309,0.41,us,us6000iiev,2022-11-15T19:05:52.040Z,"56 km NNW of Norðurþing, Iceland",earthquake,8.1,1.883,0.088,37.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08T13:32:03.526Z,66.4041,-17.9471,10.0,4.5,mb,26.0,83.0,2.177,0.66,us,us7000i8ai,2022-11-15T19:06:20.040Z,"48 km NW of Norðurþing, Iceland",earthquake,9.02,1.904,0.096,32.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08T05:07:42.750Z,66.5374,-17.7536,10.0,4.6,mb,82.0,58.0,2.329,0.43,us,us6000ii1w,2022-11-15T19:05:48.040Z,,earthquake,3.55,1.874,0.047,135.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08T04:49:23.882Z,66.5302,-17.75,10.0,4.6,mb,68.0,41.0,2.325,0.74,us,us6000ii1s,2022-11-15T19:05:48.040Z,"57 km NNW of Norðurþing, Iceland",earthquake,6.94,1.82,0.037,219.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08T04:01:03.089Z,66.5051,-17.8312,10.0,5.2,mww,103.0,32.0,2.284,0.47,us,us6000ii1h,2022-11-15T19:05:47.040Z,"56 km NNW of Norðurþing, Iceland",earthquake,8.15,1.802,0.04,60.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03T05:32:08.317Z,64.0984,-21.8236,10.0,4.3,mb,31.0,117.0,0.687,0.95,us,us6000i7nx,2022-10-12T14:50:09.040Z,"4 km ESE of Kópavogur, Iceland",earthquake,7.72,1.943,0.089,36.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02T14:24:35.229Z,64.3522,-17.5117,10.0,4.1,mb,36.0,125.0,1.695,0.46,us,us6000i7hi,2022-10-12T14:49:58.040Z,"111 km W of Höfn, Iceland",earthquake,9.83,1.926,0.109,24.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02T02:27:05.629Z,64.0567,-21.9282,10.0,5.0,mww,125.0,31.0,0.741,0.53,us,us6000i7cg,2022-10-12T14:49:45.040Z,"1 km SSE of Hafnarfjörður, Iceland",earthquake,5.72,1.797,0.063,24.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T23:31:18.141Z,63.9934,-22.0797,10.0,4.8,mb,153.0,52.0,0.824,0.53,us,us6000i7bi,2022-10-12T14:49:43.040Z,"10 km SW of Hafnarfjörður, Iceland",earthquake,5.7,1.9,0.032,294.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T06:27:35.985Z,64.0642,-22.1985,10.0,4.5,mb,175.0,95.0,0.784,0.3,us,us6000i73y,2022-10-12T14:49:31.040Z,"9 km WSW of Álftanes, Iceland",earthquake,5.72,1.885,0.042,165.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T04:51:54.346Z,63.9813,-22.3545,10.0,4.2,mb,45.0,114.0,0.89,0.64,us,us6000i73m,2022-10-12T14:49:30.040Z,"1 km E of Vogar, Iceland",earthquake,6.39,1.918,0.09,35.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T03:41:24.338Z,63.9717,-22.2714,10.0,4.2,mb,30.0,96.0,0.881,0.46,us,us6000i73e,2022-10-12T14:49:29.040Z,"5 km ESE of Vogar, Iceland",earthquake,5.37,1.838,0.102,27.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01T03:14:04.845Z,63.9058,-22.1955,10.0,4.4,mb,73.0,111.0,0.926,0.61,us,us6000i73b,2022-10-12T14:49:27.040Z,"12 km SE of Vogar, Iceland",earthquake,6.34,1.913,0.07,59.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31T17:48:00.168Z,63.955,-22.35,10.0,5.4,mww,124.0,31.0,0.912,0.86,us,us6000i70d,2022-10-12T14:49:18.040Z,"3 km SSE of Vogar, Iceland",earthquake,5.84,1.699,0.04,61.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30T20:48:58.991Z,63.9935,-21.9436,10.367,4.1,mb,27.0,142.0,0.803,0.71,us,us6000i9f1,2022-10-12T14:51:06.040Z,"8 km S of Hafnarfjörður, Iceland",earthquake,6.79,4.409,0.13,16.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-29T22:58:02.770Z,63.7008,-19.3391,10.0,4.4,mb,66.0,76.0,1.363,0.9,us,us6000i94k,2022-10-01T22:09:39.040Z,Iceland,earthquake,7.6,1.9,0.076,50.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24T13:45:44.515Z,64.613,-17.6993,10.0,4.8,mb,116.0,29.0,1.566,0.54,us,us7000ht53,2022-10-01T22:09:48.040Z,"120 km S of Akureyri, Iceland",earthquake,3.61,1.706,0.027,419.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24T13:23:12.420Z,64.6655,-17.8621,10.0,4.4,mb,64.0,90.0,1.491,0.74,us,us7000ht50,2022-10-01T22:09:48.040Z,Iceland,earthquake,4.44,1.816,0.059,86.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23T22:12:08.145Z,64.6993,-20.4697,10.0,4.5,mb,106.0,92.0,0.371,0.66,us,us7000hjs3,2022-08-28T03:20:44.040Z,"71 km ENE of Borgarnes, Iceland",earthquake,3.0,1.9,0.052,107.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28T08:06:18.323Z,64.4201,-17.8396,10.0,4.7,mb,126.0,63.0,1.54,0.4,us,us7000hd8i,2022-08-06T22:13:00.040Z,"128 km W of Höfn, Iceland",earthquake,8.3,1.9,0.053,108.0,reviewed,us,us,,,,,,,,,,,,,,,,,,,,,,,,
